imo_num,pos_speed,pos_lat,pos_lon,pos_navState
8314134,0.0,26.52006333,-78.77465,5.0
8705333,0.0,-12.01664333,-77.20782167,1.0
7361922,0.0,17.845,-77.11714667,5.0
8914829,0.0,18.459675,-77.93609000000001,5.0
8819512,0.0,25.08,-77.34166667,5.0
7616377,0.0,36.85344,-76.31084667,0.0
7530810,0.0,36.85324,-76.31051667,5.0
7390478,0.0,36.95666667,-76.32833333,5.0
7530808,0.0,36.85379667,-76.31117667,5.0
8900866,0.0,37.29166667,-76.585,5.0
7826178,0.0,39.26255167,-76.60274333,5.0
7739856,0.0,39.87484833,-75.209905,5.0
8120686,0.0,-41.52044833,-73.03686667,0.0
5264510,0.0,40.80491833,-73.79574000000001,5.0
7517507,0.0,45.52366667,-73.54389499999999,5.0
7902233,0.0,45.53314,-73.54090833,5.0
8764468,0.0,10.35986333,-71.43780333,1.0
7006314,0.0,46.82227667,-71.20819499999999,0.0
7413218,0.0,46.83128667,-71.19468333,0.0
7510846,0.0,46.807435,-71.20277167,5.0
6810811,0.0,12.520999999999999,-70.04333333,5.0
8512956,0.0,12.48007167,-69.99858667,5.0
8916607,0.0,18.47476667,-69.881425,5.0
8835217,0.0,44.3865,-68.79616667,5.0
7401021,0.0,48.84349667,-67.57351167,5.0
7929308,0.0,17.93668167,-66.158695,5.0
8009088,0.0,10.89612833,-64.09506333,5.0
7700726,0.0,8.393839999999999,-62.65579167,1.0
8500680,0.0,10.65069833,-61.51902333,1.0
8912376,0.0,16.23286833,-61.54228667,5.0
7310260,0.0,47.38016,-61.85341667,5.0
8917388,0.0,46.21,-60.24316667,5.0
8801802,0.0,-62.48666667,-59.70833333,1.0
8869581,0.0,-34.62753667,-58.34142833,0.0
7922116,0.0,-25.273365,-57.6458,0.0
8716966,0.0,-34.89306667,-56.2173,5.0
7931985,0.0,-1.537955,-48.75262167,5.0
7504598,0.0,-1.52385,-48.78976667,1.0
8322026,0.0,-26.465,-46.52833333,1.0
8617108,0.0,-23.91819,-46.36563667,5.0
8414790,0.0,-23.97743,-46.29131833,5.0
6703343,0.0,-23.83663833,-45.42309333,1.0
7801764,0.0,-23.12507667,-44.42936167,0.0
8617079,0.0,-22.86554833,-43.12785167,5.0
8617081,0.0,-22.86605667,-43.12744667,5.0
8617093,0.0,-22.866515,-43.13076833,1.0
7801726,0.0,-22.80514833,-43.15126667,5.0
8919348,0.0,-25.54375,-42.8399,5.0
8410720,0.0,-24.125,-41.885,5.0
7417460,0.0,-22.16069,-40.14664167,1.0
7385136,0.0,-22.42448167,-39.96004167,1.0
7391824,0.0,-22.08527333,-39.82738333,0.0
7370193,0.0,-21.23949,-39.95598167,5.0
7522318,0.0,-21.88600333,-39.857820000000004,6.0
7391812,0.0,-21.96822667,-39.82458167,0.0
7403354,0.0,-20.04211167,-39.52477333,3.0
8013132,0.0,-54.81471667,-36.01051667,0.0
7625811,0.0,28.139325,-15.40802833,5.0
8512152,0.0,28.15988833,-15.40026333,5.0
7211074,0.0,28.15333333,-15.41,5.0
8325432,0.0,28.13927833,-15.40821667,5.0
7803188,0.0,9.51796,-13.717,5.0
8811405,0.0,40.65396667,-8.71605,5.0
8819299,0.0,42.605,-8.93,5.0
8804531,0.0,42.60499833,-8.93104333,5.0
8512906,0.0,4.74,-6.61833333,5.0
8860444,0.0,62.23703833,-6.59469667,5.0
7802067,0.0,36.13333667,-5.43077667,0.0
8604345,0.0,36.14066667,-5.4305,5.0
8400036,0.0,36.12666667,-5.43333333,5.0
8506311,0.0,54.61920333,-5.894695,5.0
8309402,0.0,56.56543333,-5.53632333,0.0
7389443,0.0,4.97166667,-4.545,1.0
8804567,0.0,5.27666667,-4.035,1.0
8131934,0.0,5.27013667,-4.04951,1.0
8716306,0.0,53.40425667,-3.03901833,5.0
8601408,0.0,54.098115,-3.2212650000000003,5.0
7356252,0.0,35.27207667,-2.925595,5.0
7637149,0.0,35.27,-2.925,5.0
8918629,0.0,50.56833333,-2.435,5.0
8759114,0.0,4.93952833,-1.700405,15.0
8128664,0.0,4.89036667,-1.67206667,1.0
8707329,0.0,50.81,-1.095,5.0
8109395,0.0,35.85413,-0.297245,5.0
8714205,0.0,5.62599,0.00748833,5.0
7202554,0.0,51.45874,0.35626167,5.0
8124046,0.0,56.735,1.295,15.0
8324567,0.0,56.90206667,1.035965,3.0
7390739,0.0,57.01305667,1.32586167,1.0
7411961,0.0,41.34266667,2.1625,5.0
8420878,0.0,41.354145,2.17551333,0.0
8124034,0.0,56.18739167,2.78433667,0.0
8802090,0.0,6.44374333,3.38286333,5.0
8806682,0.0,6.33333333,3.38,1.0
8509533,0.0,6.44005167,3.39159667,5.0
8804543,0.0,6.44548667,3.379255,5.0
8817100,0.0,51.31213333,3.21493333,5.0
8913411,0.0,51.28303833,4.24866167,5.0
8315504,0.0,51.89616667,4.44266667,5.0
8918942,0.0,52.20765,4.26611667,1.0
8907204,0.0,52.46695167,4.66601,5.0
7325629,0.0,52.40595167,4.88199333,5.0
8805470,0.0,5.476735,5.44134,8.0
8619455,0.0,5.5355550000000004,5.68769833,0.0
8130681,0.0,36.72333333,5.17166667,1.0
8104199,0.0,43.10478667,5.88117333,5.0
8911516,0.0,43.31646667,5.35593333,0.0
7390143,0.0,59.35911667,5.30029,5.0
7390155,0.0,59.35904333,5.299415,1.0
8907034,0.0,59.93538,5.32304833,5.0
8808604,0.0,60.587559999999996,5.18138667,5.0
8019368,0.0,60.392775,5.30966333,5.0
7360057,0.0,3.85241,6.979760000000001,1.0
7816874,0.0,62.585,6.92933333,5.0
7374280,0.0,3.99125167,7.29070333,1.0
8770546,0.0,4.30155667,7.65942667,5.0
8907319,0.0,4.21904333,7.39232667,5.0
7360162,0.0,53.35166667,7.20833333,5.0
7373080,0.0,3.80077833,8.07912667,15.0
8412974,0.0,4.22210833,8.33583833,1.0
8613839,0.0,4.10166667,8.17333333,15.0
7349039,0.0,44.40102333,8.92439833,5.0
7361324,0.0,44.40092167,8.92528167,5.0
7719430,0.0,44.395,8.93,3.0
7360617,0.0,44.40058167,8.92335,5.0
7361312,0.0,44.39725,8.9301,5.0
7305253,0.0,44.40118333,8.9236,5.0
8309397,0.0,53.868494999999996,8.717065,5.0
7504108,0.0,53.58928,8.17582833,1.0
7360069,0.0,1.40919333,9.22832167,1.0
7389510,0.0,2.922715,9.80137,5.0
8617213,0.0,3.37544167,9.14114333,1.0
8917924,0.0,3.8738699999999997,9.50816833,0.0
7382720,0.0,3.01685,9.83791833,5.0
8903155,0.0,40.92795833,9.537405,0.0
8020642,0.0,42.69833333,9.455,5.0
8201636,0.0,53.53166667,9.90666667,5.0
8611831,0.0,-4.24710333,10.81738667,3.0
8202939,0.0,34.72451167,10.77286333,5.0
8918708,0.0,34.72548333,10.7718,5.0
7360605,0.0,43.55634833,10.30305667,5.0
8019356,0.0,57.436765,10.542015,5.0
8820858,0.0,59.1838,10.953105,0.0
8764509,0.0,-7.65296667,11.68003333,0.0
7370246,0.0,-6.16153167,11.26413167,5.0
7379993,0.0,-6.319725,11.27551,15.0
7911533,0.0,42.09734833,11.78215333,5.0
7814046,0.0,42.09541,11.78202,1.0
7803205,0.0,54.50293167,11.23035167,5.0
8317942,0.0,58.932480000000005,11.16909333,0.0
7802794,0.0,58.34333333,11.905,5.0
7403366,0.0,-7.54283333,12.16866667,5.0
7325095,0.0,38.01056333,12.509615,5.0
8902931,0.0,44.77119167,12.61373833,1.0
8700876,0.0,55.85625333,12.83142167,5.0
8413875,0.0,-12.35011833,13.55098833,5.0
8920983,0.0,-8.76684,13.269255,1.0
8913722,0.0,-5.86076,13.05241833,5.0
7516773,0.0,37.286515,13.53057,5.0
8416308,0.0,38.13105,13.36478333,5.0
8703232,0.0,55.3721,13.15233,5.0
8913540,0.0,-22.9519,14.49507167,0.0
7920508,0.0,-22.946955,14.49988333,2.0
7816379,0.0,-22.895,14.46833333,5.0
8215780,0.0,32.73901667,14.32695,1.0
8415794,0.0,32.67750167,14.24491,5.0
8125868,0.0,35.82774333,14.554070000000001,5.0
7615414,0.0,40.84146667,14.27693333,5.0
8757831,0.0,42.35,14.41166667,5.0
8821814,0.0,45.30811667,14.483215,5.0
7347536,0.0,45.31095667,14.47848833,15.0
8420842,0.0,53.9,14.255,5.0
7931997,0.0,53.904430000000005,14.2627,5.0
8604711,0.0,53.90666667,14.26333333,5.0
8818300,0.0,53.91275167,14.28137167,5.0
7633143,0.0,55.09517833,14.69248833,5.0
8710871,0.0,67.28798167,14.38862667,5.0
8708830,0.0,32.36706667,15.22148333,0.0
8505836,0.0,38.45833333,15.90666667,5.0
8219906,0.0,38.18823333,15.5635,5.0
7907697,0.0,-28.96104833,16.41824333,3.0
8918734,0.0,41.329065,16.28763667,5.0
7230599,0.0,43.50306667,16.43828333,5.0
7602120,0.0,43.50166667,16.43666667,5.0
6511128,0.0,40.63646667,17.95038,5.0
8209626,0.0,43.04898333,17.42808333,5.0
8108676,0.0,-33.90365667,18.42402333,5.0
7628136,0.0,-33.91785667,18.451105,5.0
7615048,0.0,42.66,18.08333333,5.0
7907659,0.0,54.53193167,18.53903667,5.0
7814462,0.0,54.40333333,18.67666667,5.0
8222111,0.0,54.37262667,18.65623333,5.0
8110681,0.0,54.373369999999994,18.66248167,5.0
7633375,0.0,57.71191999999999,18.809160000000002,5.0
7129049,0.0,57.3752,19.442565,3.0
8122957,0.0,32.11333333,20.04166667,5.0
8509557,0.0,54.70031833,20.46257833,5.0
7826867,0.0,56.528165,20.99535833,5.0
8917390,0.0,55.65916667,21.143665,5.0
8805602,0.0,61.12733333,21.455325,5.0
7505346,0.0,65.57059833,22.17176667,5.0
7347627,0.0,65.57272833,22.17031833,5.0
7359668,0.0,65.57176333,22.17101333,5.0
8516835,0.0,32.073,23.97916667,5.0
7359400,0.0,37.96071833,23.55946667,0.0
8020927,0.0,37.961395,23.55718833,0.0
7814058,0.0,37.94581667,23.63688333,0.0
8807088,0.0,37.93523333,23.6236,5.0
7043843,0.0,37.95309667,23.60670667,5.0
7429669,0.0,37.950070000000004,23.60094833,5.0
8411243,0.0,38.02706667,23.59603833,5.0
7813949,0.0,37.43875167,24.940385,0.0
8661616,0.0,37.436345,24.940225,5.0
8771837,0.0,40.799275,24.49606,5.0
7128332,0.0,59.48999167,24.96727667,5.0
7359656,0.0,60.16947333,24.97277667,8.0
8645806,0.0,60.08537,24.35209833,5.0
8518120,0.0,65.63371500000001,24.35611833,2.0
8914312,0.0,38.87346833,26.99133833,1.0
8712635,0.0,39.10290667,26.56333833,0.0
7305772,0.0,40.35469667,27.96123167,1.0
8869945,0.0,40.38277833,27.99237167,1.0
8520824,0.0,43.19991667,27.79808333,5.0
7529964,0.0,43.188045,27.677815000000002,5.0
7636614,0.0,59.42444667,27.73894167,5.0
8919879,0.0,40.976145,28.92733667,1.0
7615684,0.0,40.979475,28.89471167,5.0
8862703,0.0,40.9544,28.89715,1.0
8105404,0.0,44.15978667,28.64692167,5.0
8116972,0.0,44.15979333,28.65682,5.0
8811390,0.0,44.1694,28.6509,5.0
8801735,0.0,45.43365,28.288615000000004,5.0
8804529,0.0,31.18849833,29.87997833,5.0
8902474,0.0,31.18138333,29.87498333,5.0
7925546,0.0,40.70645167,29.46565833,5.0
8417625,0.0,40.832035,29.232004999999997,1.0
8214877,0.0,40.41697833,29.10527,1.0
8118827,0.0,40.83551333,29.2422,1.0
8850906,0.0,40.84012667,29.273475,5.0
7605770,0.0,46.3337,30.65432833,5.0
8311912,0.0,46.34333333,30.65,5.0
8913320,0.0,46.24073333,30.74383333,1.0
8307947,0.0,46.48475333,30.75522167,5.0
7413488,0.0,59.87628,30.20167333,5.0
8913447,0.0,59.87333333,30.20166667,5.0
7413490,0.0,59.874115,30.20614,5.0
8901585,0.0,31.45151833,31.770190000000003,5.0
7811329,0.0,41.45582,31.783859999999997,5.0
8202018,0.0,46.36702167,31.07483667,1.0
8214889,0.0,46.83850333,31.952485,5.0
8606111,0.0,46.92532667,31.94996667,5.0
8105741,0.0,46.3726,31.10186667,1.0
7420089,0.0,29.59796667,32.36606667,5.0
8908844,0.0,29.91905667,32.53886167,1.0
8318116,0.0,29.934615,32.556554999999996,5.0
8813116,0.0,29.70627667,32.65339167,1.0
8025381,0.0,29.9412,32.55831667,5.0
8513247,0.0,29.87952833,32.47481333,5.0
7823994,0.0,46.624805,32.60213667,0.0
8319392,0.0,46.94758333,32.00803333,5.0
7602106,0.0,26.74539167,33.94851833,5.0
8611398,0.0,26.745,33.945,5.0
7526417,0.0,27.79678167,33.52505667,3.0
8814744,0.0,34.65516667,33.02116667,5.0
7411258,0.0,36.31277,33.89458833,5.0
8800315,0.0,68.98666667,33.05333333,5.0
7347603,0.0,68.97709333,33.05285,5.0
8009064,0.0,26.68,34.00683333,1.0
7802756,0.0,36.80394167,34.64430667,0.0
8805626,0.0,27.56508167,35.54711667,5.0
8806242,0.0,34.4578,35.82495,0.0
7928160,0.0,34.45239167,35.82601833,5.0
8418265,0.0,34.45666667,35.825,5.0
8009052,0.0,34.45510333,35.82548333,5.0
8914726,0.0,36.78164833,36.193945,5.0
7637319,0.0,41.29926333,36.33744667,5.0
7800112,0.0,41.30066667,36.33766667,5.0
8400531,0.0,41.30426667,36.33725,5.0
7702657,0.0,41.30105,36.33785,5.0
8902462,0.0,45.13468333,36.54218333,5.0
8400218,0.0,45.17114833,36.55012167,1.0
8009533,0.0,45.484115,36.595485,0.0
8316780,0.0,45.1205,36.62468333,1.0
7525683,0.0,45.13061333,36.58056,1.0
8517580,0.0,46.750035,36.77371667,5.0
7104441,0.0,19.11666667,37.34333333,5.0
8708610,0.0,19.11726833,37.34333333,5.0
7646750,0.0,44.73332667,37.78889333,5.0
7032997,0.0,44.72166667,37.78333333,5.0
8026907,0.0,44.55,37.93666667,1.0
7207530,0.0,24.07786667,38.06811667,5.0
8509375,0.0,-6.73195833,39.33125833,0.0
8509387,0.0,-4.0476,39.62417167,5.0
8711083,0.0,15.615,39.515,1.0
8317590,0.0,21.470779999999998,39.15846167,5.0
7203912,0.0,21.47137333,39.162205,5.0
7224370,0.0,21.47105667,39.16097,5.0
7812957,0.0,21.46845,39.15816667,5.0
7507019,0.0,21.471,39.15982,5.0
8912132,0.0,44.09483333,39.06183333,5.0
7908445,0.0,44.09675,39.05527333,5.0
8863769,0.0,47.232955,39.836745,1.0
8009208,0.0,64.527845,40.54011333,5.0
8912974,0.0,64.52166667,40.5385,5.0
8811950,0.0,64.56666667,40.50333333,5.0
8502092,0.0,64.70833333,40.51666667,5.0
8729810,0.0,64.70666667,40.52,5.0
7500401,0.0,64.57038333,40.5029,1.0
8311900,0.0,41.64697833,41.65545667,5.0
8806826,0.0,14.8367,42.93269833,0.0
8914087,0.0,12.71186167,44.92176667,1.0
8414764,0.0,12.798010000000001,45.00404333,5.0
8509399,0.0,12.79633333,45.01,5.0
7613507,0.0,30.19666667,47.88166667,0.0
8406729,0.0,80.77356667,47.68183333,0.0
8906846,0.0,29.00899,48.30262833,1.0
8212544,0.0,39.92865667,49.52161833,8.0
8225371,0.0,39.970915000000005,49.44301667,1.0
7604374,0.0,40.30953333,49.82302833,1.0
8410172,0.0,40.25704,49.665209999999995,2.0
8909355,0.0,26.49078833,50.201,5.0
7522100,0.0,26.153000000000002,50.72616667,1.0
8770558,0.0,26.487765000000003,50.212604999999996,5.0
8129668,0.0,40.28,50.61,15.0
8757685,0.0,25.81027333,51.813415,3.0
8756954,0.0,24.50798667,52.42687833,1.0
8614467,0.0,27.55116667,52.46785,1.0
8212570,0.0,40.00456167,53.01201,0.0
7821879,0.0,16.91333333,54.05666667,1.0
8758108,0.0,24.335,54.45833333,8.0
8819287,0.0,-4.615,55.46166667,5.0
7924425,0.0,24.99638333,55.08021833,5.0
8912508,0.0,25.41833333,55.27833333,1.0
8613798,0.0,25.24825667,55.26123833,5.0
8512619,0.0,25.26927167,55.28632833,0.0
8009014,0.0,25.47398833,55.209255000000006,1.0
7728596,0.0,25.3856,55.29216667,1.0
8606616,0.0,25.38918333,56.71880667,1.0
8014758,0.0,25.14613,56.52070833,0.0
8818219,0.0,25.35491667,56.49696667,1.0
7304314,0.0,26.20833333,56.245,5.0
8909460,0.0,27.04161667,56.11793333,1.0
7925297,0.0,27.145,56.20333333,5.0
8909472,0.0,27.02934833,56.08318333,1.0
8536471,0.0,18.60123833,71.02923,8.0
8302959,0.0,18.27366667,72.37833333,3.0
8784327,0.0,18.66858667,72.22769333,15.0
8912326,0.0,18.93833333,72.84,5.0
8819081,0.0,18.97336667,72.95017667,1.0
8318453,0.0,18.62066667,72.24866667,0.0
8917546,0.0,21.43289833,72.21930833,0.0
8711306,0.0,71.70925,73.298335,0.0
8821797,0.0,71.01306667,73.73005,0.0
8505680,0.0,9.93166667,76.20833333,1.0
7734167,0.0,6.96046667,79.85428333,5.0
7826180,0.0,6.98166667,79.645,1.0
8106446,0.0,6.93,79.63333333,1.0
8902955,0.0,7.07166667,79.85,15.0
7026479,0.0,10.85934833,79.85345500000001,6.0
7116975,0.0,13.086935,80.29409667,5.0
8606161,0.0,13.09398333,80.29473333,0.0
8748141,0.0,14.25166667,80.11666667,5.0
7500877,0.0,6.132334999999999,81.08848167,5.0
8821802,0.0,69.41166667,86.15166667,5.0
8417481,0.0,69.42,86.14333333,0.0
8818037,0.0,21.92086667,88.02113333,0.0
8906834,0.0,22.279954999999998,89.58490333,1.0
8207331,0.0,22.13539,91.80840333,1.0
8222941,0.0,5.357175,97.10243667,3.0
8717245,0.0,3.88840333,98.77487333,1.0
8202379,0.0,-1.031315,100.368255,0.0
8608200,0.0,5.423915,100.36063,5.0
8904070,0.0,12.46346333,100.873395,1.0
8906808,0.0,13.68761333,100.55419167,5.0
8603248,0.0,13.65594333,100.56639667,0.0
8519966,0.0,13.15236667,100.77215,1.0
8204597,0.0,13.669265,100.54429667,1.0
8819225,0.0,13.118775,100.79026333,1.0
8813647,0.0,13.69242167,100.58879667,5.0
8819990,0.0,13.65879833,100.54311,5.0
8819988,0.0,2.94886,101.30254167,5.0
8909587,0.0,2.99386833,101.39335667,5.0
8702941,0.0,2.35166667,101.92333333,1.0
7428433,0.0,2.25666667,102.1,5.0
7428457,0.0,2.25333333,102.10166667,5.0
8822222,0.0,1.05151167,103.90863167,0.0
8757324,0.0,1.06660833,103.905885,3.0
8902967,0.0,1.18480833,103.75913667,1.0
8130875,0.0,1.26973667,103.90125667,1.0
8693449,0.0,1.07776833,103.89695333,8.0
8613815,0.0,1.09917,103.88974667,5.0
7360083,0.0,1.29673833,103.65461667,5.0
8119728,0.0,1.16494667,103.95800833,0.0
8770106,0.0,1.09371833,103.88943333,5.0
7518551,0.0,1.01152167,103.32945,1.0
7514177,0.0,1.29599,103.75424667,5.0
8757673,0.0,1.005,103.96,8.0
8910897,0.0,-0.91889,104.07066999999999,5.0
6620773,0.0,1.31271667,104.14336667,0.0
8608872,0.0,1.31833333,104.07166667,1.0
7041601,0.0,4.29745,104.89116667,1.0
8103432,0.0,-5.96897167,105.9922,5.0
8613554,0.0,-5.48403333,105.315555,1.0
7352799,0.0,-5.86797667,105.75675167,8.0
7909061,0.0,-5.93387833,105.97009167,0.0
8604333,0.0,-5.93561167,105.99883833,0.0
8902125,0.0,-6.101265,106.88263333,5.0
8807569,0.0,-6.10086333,106.88396999999999,5.0
7810753,0.0,-6.042655,106.89683667,1.0
7371733,0.0,-6.05583333,106.90478333,2.0
8115590,0.0,-6.02085667,106.896745,2.0
8822117,0.0,-6.05107833,106.90404833,1.0
8914269,0.0,-6.03093667,106.88854167,1.0
7027423,0.0,-5.98164167,106.11007667,8.0
7805746,0.0,-5.97999667,106.10853333,0.0
8011811,0.0,-5.445,106.245,1.0
7118789,0.0,-5.97532667,106.11944667,0.0
8027810,0.0,-5.95333333,106.12,1.0
8818946,0.0,-4.68025833,106.65314667,1.0
8907589,0.0,10.75366667,106.7822,0.0
8915299,0.0,10.66725,106.7632,5.0
8915304,0.0,10.65131667,106.74955,5.0
8902747,0.0,20.82773167,106.80055833,5.0
7718278,0.0,-6.21666667,107.92666667,1.0
8757300,0.0,-6.09366667,107.62799999999999,3.0
8129644,0.0,10.38825,107.09213667,5.0
8323654,0.0,20.85881667,107.10561667,1.0
8679675,0.0,-6.71397833,108.57324333,0.0
8712647,0.0,16.11945,108.21308333,5.0
7900170,0.0,0.05484833,109.05917833,1.0
7825758,0.0,0.05013833,109.04895,1.0
8806412,0.0,19.71419833,109.07076167,1.0
8200656,0.0,-6.94895833,110.42185333,5.0
8502353,0.0,-6.90833333,110.41,8.0
7222607,0.0,-6.78063333,111.89616667,5.0
8808082,0.0,-7.08458667,112.66626833,0.0
8303240,0.0,-7.09166667,112.66333333,1.0
8674182,0.0,4.55599333,113.63071833,1.0
8918239,0.0,21.93666667,113.97833333,1.0
8315451,0.0,22.69357,113.65708000000001,5.0
8510506,0.0,22.87666667,113.57166667,5.0
8914025,0.0,22.44972833,113.88969833,5.0
8911267,0.0,22.11833333,113.785,1.0
8655760,0.0,22.86833333,113.56166667,1.0
7700269,0.0,-8.13113833,114.401315,5.0
8802911,0.0,-7.25166667,114.91833333,5.0
8220060,0.0,-3.3275,114.55772333,0.0
7359498,0.0,22.30765333,114.20528167,5.0
8716332,0.0,22.71331667,115.55778333,5.0
8508292,0.0,-3.22384833,116.37489,1.0
7396238,0.0,-1.34575333,116.93945167,1.0
8103420,0.0,-1.33690833,116.948875,1.0
8121173,0.0,-1.29666667,116.79666667,1.0
8117093,0.0,-1.33563333,116.96000333,1.0
8706155,0.0,0.083,117.48591667,0.0
8517358,0.0,23.744795,117.52067833,1.0
8316601,0.0,38.32259167,117.88152667,5.0
7819280,0.0,38.41535667,118.04790167,1.0
8714970,0.0,38.83051833,118.21452,1.0
8716708,0.0,38.39156667,118.23325,1.0
7819292,0.0,38.42143333,118.05911667,1.0
8528864,0.0,24.96833333,119.45,1.0
7378030,0.0,35.12333333,119.455,3.0
8714669,0.0,35.092659999999995,119.63660333,1.0
8770479,0.0,39.11730333,119.22668833,5.0
8821149,0.0,39.14666667,119.11666667,1.0
8405036,0.0,14.63905,120.8138,1.0
8213548,0.0,22.6035,120.28216833,5.0
8611752,0.0,22.54470167,120.34097167,5.0
8919051,0.0,22.58194667,120.30024167,5.0
8907527,0.0,39.52166667,120.515,1.0
8814433,0.0,25.15216667,121.76133333,5.0
8306591,0.0,25.150845,121.74788000000001,5.0
8027808,0.0,31.04283333,121.476,0.0
8740072,0.0,31.06347333,121.46997667,5.0
8740979,0.0,31.37341667,121.63998333,1.0
7819278,0.0,31.29833333,121.80166667,1.0
8413227,0.0,37.59771667,121.38828333,5.0
8747862,0.0,38.90128333,121.98276667,1.0
8520214,0.0,29.98661,122.14143167,5.0
8773237,0.0,30.86833333,122.76333333,1.0
8515697,0.0,30.420305,122.44883833,5.0
8901810,0.0,30.115945,122.17143667,5.0
8833893,0.0,37.42236,122.66001000000001,5.0
8404264,0.0,10.19254833,123.76961167,1.0
7902726,0.0,10.31333333,123.93166667,5.0
8116051,0.0,1.18773167,124.47919499999999,5.0
8413992,0.0,10.36833333,124.74166667,0.0
8813623,0.0,6.02990167,125.14501167,5.0
8822595,0.0,6.03392667,125.14461499999999,5.0
8656570,0.0,37.015315,126.42503167,5.0
8917572,0.0,35.06290667,129.008305,5.0
8919049,0.0,35.44225667,129.36954167,5.0
8509571,0.0,35.07146667,129.00531667,5.0
8320834,0.0,35.03195667,129.05550333,1.0
8711277,0.0,36.015,129.415,5.0
8608365,0.0,37.44166667,129.21166667,1.0
8716538,0.0,33.95420833,131.84358,5.0
8220125,0.0,33.95439667,131.84407833,5.0
8810176,0.0,42.87333333,131.395,5.0
8501414,0.0,43.09763333,131.871615,0.0
8723402,0.0,43.07156833,131.89800833,1.0
8653073,0.0,43.09761667,131.88261667,5.0
8811675,0.0,43.07,131.865,1.0
8714683,0.0,43.08663333,131.88428000000002,5.0
7927960,0.0,43.08122167,131.85653833,5.0
7628265,0.0,43.08770833,131.83909,1.0
7230288,0.0,43.066515,131.87781,1.0
8129606,0.0,43.04333333,131.93333333,1.0
8915639,0.0,-5.63417667,132.74112667,0.0
8801632,0.0,43.065,132.005,1.0
8915641,0.0,-0.868825,134.07548833,0.0
8602464,0.0,35.08974833,136.885405,0.0
8536146,0.0,35.38349667,139.73942833,1.0
8653085,0.0,35.60990167,139.79262833,5.0
8318740,0.0,39.87455,139.85557,5.0
